Car Names,Mileages,Ratings,Reviews,used/certified,price drop,Price
2020 Ford Edge Titanium,"49,576 mi.",4.7,(284 reviews),Used,"$1,000 price drop","$35,292"
2021 Ford Expedition Limited,"18,610 mi.",4.8,(860 reviews),Used,"$1,000 price drop","$69,495"
2020 GMC Acadia SLE,"12,482 mi.",4.7,"(1,661 reviews)",Used,"$1,000 price drop","$30,990"
2019 Volkswagen Golf GTI 2.0T Rabbit Edition 4-Door,"47,004 mi.",4.3,(6 reviews),Used,$200 price drop,"$31,999"
2021 BMW 530 i xDrive,"22,700 mi.",3.7,(3 reviews),Used,"$2,659 price drop","$53,995"
2020 Nissan Murano SL,"10,335 mi.",4.7,"(1,221 reviews)",Used,$400 price drop,"$34,000"
2020 Honda Accord EX-L,"39,277 mi.",4.9,(131 reviews),Used,$500 price drop,"$27,995"
2019 BMW 530 i xDrive,"14,369 mi.",2.4,(13 reviews),Used,$764 price drop,"$32,750"
2018 GMC Sierra 2500 Denali,"45,670 mi.",3.9,(147 reviews),Used,$400 price drop,"$63,997"
2021 Toyota Highlander Platinum,"38,420 mi.",4.7,(881 reviews),Used,$550 price drop,"$48,741"
2021 Toyota Camry SE,"64,404 mi.",4.5,(92 reviews),Used,$500 price drop,"$31,998"
2014 Mercedes-Benz E-Class E 350 4MATIC,Mileage,4.8,(6 reviews),Used,$600 price drop,"$20,985"
2018 Ford Escape SE,"94,998 mi.",4.3,(6 reviews),Used,$499 price drop,"$18,995"
2019 Nissan Rogue SV,"37,229 mi.",4.6,(42 reviews),Used,"$1,510 price drop","$22,997"
2017 Chevrolet Malibu 1LT,"46,491 mi.",3.6,(133 reviews),Used,$595 price drop,"$14,995"
2008 Honda Accord EX,"61,303 mi.",3.5,(19 reviews),Used,$500 price drop,"$4,999"
2010 Lexus ES 350 ,"200,000 mi.",3.8,(164 reviews),Used,$500 price drop,"$11,981"
2021 Honda Pilot Special Edition,"132,179 mi.",4.0,(72 reviews),Used,"$1,000 price drop","$41,987"
2019 Honda CR-V EX-L,"14,060 mi.",4.7,"(3,052 reviews)",Used,"$1,000 price drop","$32,992"
2020 Acura TLX FWD,"19,238 mi.",4.7,(434 reviews),Acura Certified,$500 price drop,"$32,990"
2020 Mercedes-Benz S-Class S 560,"16,076 mi.",4.7,"(1,288 reviews)",Mercedes-Benz Certified,"$1,000 price drop","$76,990"
2018 BMW X3 xDrive30i,"24,370 mi.",4.8,"(1,662 reviews)",Used,"$1,055 price drop","$39,995"
2014 Lexus IS 250 Base,"15,479 mi.",4.0,(60 reviews),Used,$494 price drop,"$22,444"
2017 Tesla Model X 100D,"46,335 mi.",4.3,"(1,571 reviews)",Used,"$1,705 price drop","$67,888"
2019 BMW X2 sDrive28i,"85,281 mi.",3.6,(12 reviews),Used,"$1,200 price drop","$29,998"
2021 Lexus RX 350 Base,"45,999 mi.",4.7,"(1,997 reviews)",Used,$500 price drop,"$50,488"
2019 Honda CR-V EX-L,"14,411 mi.",4.2,(762 reviews),Used,$769 price drop,"$32,405"
2020 Mercedes-Benz CLA 250 Base 4MATIC,"20,859 mi.",4.7,(474 reviews),Used,$400 price drop,"$44,658"
2021 Volvo XC60 T5 Inscription,"13,452 mi.",4.8,"(1,783 reviews)",Used,$300 price drop,"$51,900"
2017 Ford F-250 Lariat,"13,283 mi.",4.5,(120 reviews),Used,$400 price drop,"$60,990"
2016 BMW X3 xDrive28i,"50,891 mi.",4.6,"(1,112 reviews)",Used,"$1,199 price drop","$27,287"
2013 BMW M6 Base,"45,985 mi.",4.6,"(1,055 reviews)",Used,"$2,000 price drop","$36,891"
2020 Mercedes-Benz GLA 250 Base,"57,898 mi.",4.7,(321 reviews),Mercedes-Benz Certified,$300 price drop,"$33,995"
2020 Ford Mustang EcoBoost Premium,"14,510 mi.",4.3,"(1,341 reviews)",Used,$300 price drop,"$33,014"
2019 Jaguar F-PACE 30t Prestige,"38,274 mi.",4.8,(851 reviews),Used,$170 price drop,"$40,880"
2017 Toyota Camry SE,"32,391 mi.",4.0,(118 reviews),Used,"$1,955 price drop","$23,025"
2021 Mazda CX-9 Carbon Edition,"62,670 mi.",4.7,(739 reviews),Used,"$1,463 price drop","$41,990"
2008 Mercedes-Benz GL-Class GL 450 4MATIC,"11,309 mi.",4.5,"(1,353 reviews)",Used,$491 price drop,"$9,500"
2019 Ford Fiesta S,"128,000 mi.",2.8,(13 reviews),Used,$237 price drop,"$17,330"
2016 Mercedes-Benz AMG GT AMG GT S,"12,985 mi.",3.2,(101 reviews),Used,$112 price drop,"$99,999"
2018 Chevrolet Suburban LT,"16,217 mi.",4.6,"(1,179 reviews)",Used,"$7,900 price drop","$46,998"
2018 Chevrolet Cruze LT,"37,386 mi.",4.7,"(1,661 reviews)",Used,"$2,800 price drop","$13,995"
2019 Toyota Highlander XLE,"46,635 mi.",4.3,(532 reviews),Used,$157 price drop,"$38,998"
2019 INFINITI QX50 ESSENTIAL,"28,695 mi.",4.4,(312 reviews),INFINITI Certified,$520 price drop,"$35,000"
2014 Ford Taurus SHO,"34,254 mi.",4.3,(281 reviews),Used,$400 price drop,"$19,799"
2021 Acura RDX A-Spec,"95,668 mi.",4.8,(851 reviews),Acura Certified,$425 price drop,"$44,497"
2020 Land Rover Range Rover Velar S R-Dynamic,"16,250 mi.",4.8,"(1,558 reviews)",Used,"$1,000 price drop","$63,885"
2019 BMW 330 i xDrive,"23,964 mi.",4.7,(833 reviews),Used,$400 price drop,"$35,950"
2018 Jeep Grand Cherokee Limited,"34,994 mi.",4.7,(434 reviews),Used,$739 price drop,"$32,884"
2018 BMW X3 M40i,"41,990 mi.",4.4,"(1,721 reviews)",BMW Certified,"$1,000 price drop","$42,843"
2020 Acura TLX V6 w/Technology Package,"54,587 mi.",4.8,(710 reviews),Acura Certified,$368 price drop,"$39,500"
2019 Dodge Charger R/T,"18,980 mi.",4.6,(258 reviews),Used,$440 price drop,"$35,942"
2018 Ford Explorer XLT,"45,484 mi.",4.7,(644 reviews),Used,"$1,000 price drop","$29,990"
2020 Lexus GX 460 Base,"61,515 mi.",4.5,"(6,142 reviews)",Used,"$3,000 price drop","$59,844"
2019 Lexus RX 350 F Sport,"18,315 mi.",3.9,(35 reviews),Used,$910 price drop,"$47,495"
2018 Lexus ES 350 Base,Mileage,4.5,(218 reviews),Used,$244 price drop,"$35,342"
2020 Ford Edge ST,"22,409 mi.",4.6,(472 reviews),Used,$199 price drop,"$40,388"
2021 Mazda CX-5 Grand Touring,"19,895 mi.",4.9,"(9,504 reviews)",Used,$501 price drop,"$33,292"
2018 Toyota RAV4 LE,"13,145 mi.",4.8,"(1,147 reviews)",Used,$500 price drop,"$25,497"
2021 RAM 1500 Laramie,"47,684 mi.",4.5,(656 reviews),Used,"$1,201 price drop","$52,998"
2016 Toyota 4Runner Trail Premium,"19,312 mi.",4.5,(220 reviews),Used,$569 price drop,"$36,995"
2020 Land Rover Range Rover Velar S R-Dynamic,"50,116 mi.",4.8,(368 reviews),Used,$130 price drop,"$65,921"
2020 Toyota Sienna SE,"17,493 mi.",4.6,(159 reviews),Used,$970 price drop,"$47,587"
2019 Honda CR-V EX-L,"11,763 mi.",4.8,"(3,314 reviews)",Honda Certified,$390 price drop,"$32,791"
2018 Ford F-150 XLT,"15,732 mi.",4.4,(159 reviews),Used,"$1,000 price drop","$38,855"
2019 Lincoln MKZ Standard,"44,158 mi.",4.6,"(1,629 reviews)",Used,"$1,191 price drop","$31,925"
2015 Subaru Outback 2.5i Limited,"17,985 mi.",4.1,(626 reviews),Used,$400 price drop,"$19,877"
2020 BMW X3 sDrive30i,"98,188 mi.",4.7,"(2,683 reviews)",Used,$100 price drop,"$41,050"
2020 Lexus RX 350 Base,"16,868 mi.",4.5,(477 reviews),Used,$250 price drop,"$49,998"
2019 Volvo XC90 T6 Momentum,"19,516 mi.",2.8,(32 reviews),Used,"$4,173 price drop","$41,998"
2021 Ford Expedition Max Limited,"57,789 mi.",3.6,(8 reviews),Used,"$1,600 price drop","$65,685"
2018 Chevrolet Cruze LS,"28,627 mi.",4.8,(721 reviews),Used,"$1,288 price drop","$13,995"
2021 Kia Telluride EX,"44,234 mi.",4.8,(523 reviews),Used,"$2,600 price drop","$47,500"
2021 Honda Accord Touring 2.0T,"36,500 mi.",4.5,"(1,033 reviews)",Used,"$1,000 price drop","$39,700"
2021 Toyota Highlander XSE,"10,565 mi.",2.0,(13 reviews),Used,$200 price drop,"$49,900"
2021 BMW X5 xDrive40i,"30,435 mi.",4.7,(814 reviews),Used,"$1,500 price drop","$63,750"
2019 BMW M850 i xDrive,"16,425 mi.",4.6,"(2,673 reviews)",Used,$834 price drop,"$77,597"
2020 BMW X5 xDrive40i,"38,181 mi.",5.0,(72 reviews),Used,$145 price drop,"$55,994"
2019 Mercedes-Benz GLC 300 Base,"18,130 mi.",4.5,(189 reviews),Used,"$1,000 price drop","$29,898"
2019 Honda CR-V EX-L,"54,363 mi.",4.8,(869 reviews),Used,"$2,000 price drop","$35,081"
2019 Porsche Cayenne Base,"20,191 mi.",4.7,"(1,993 reviews)",Used,"$9,443 price drop","$69,990"
2020 Volkswagen Tiguan 2.0T SE,"13,291 mi.",4.8,(552 reviews),Volkswagen Certified,"$3,034 price drop","$28,311"
2017 Audi A4 2.0T Premium Plus,"61,539 mi.",4.8,"(5,142 reviews)",Used,$243 price drop,"$28,989"
2021 Volkswagen Atlas 3.6 V6 SE w/ Technology R-Line,"46,525 mi.",4.7,"(2,727 reviews)",Used,$250 price drop,"$42,990"
2021 Toyota Tacoma TRD Pro,"16,699 mi.",4.6,(203 reviews),Used,"$1,900 price drop","$47,990"
2020 Acura TLX FWD,"13,359 mi.",4.6,"(1,609 reviews)",Acura Certified,$444 price drop,"$30,998"
2021 Audi Q5 45 Premium,"24,810 mi.",4.6,"(1,025 reviews)",Used,$998 price drop,"$48,000"
2019 Alfa Romeo Stelvio Base,"18,207 mi.",4.2,(630 reviews),Alfa Romeo Certified,"$3,555 price drop","$31,495"
2017 Toyota 4Runner Limited,"21,240 mi.",3.6,(20 reviews),Used,"$1,033 price drop","$38,724"
2018 Honda Accord LX,"49,157 mi.",4.9,"(1,831 reviews)",Honda Certified,$500 price drop,"$25,995"
2018 Ford EcoSport SE,"23,686 mi.",4.8,(718 reviews),Used,"$1,000 price drop","$22,066"
2019 Land Rover Discovery HSE LUXURY,"38,393 mi.",4.3,(228 reviews),Used,"$1,200 price drop","$56,950"
2019 BMW 540 i xDrive,"45,089 mi.",4.5,(174 reviews),Used,"$6,098 price drop","$41,378"
2019 Lexus GX 460 Base,"58,588 mi.",4.8,(450 reviews),Used,$664 price drop,"$46,988"
2020 Land Rover Defender 110 HSE,"19,540 mi.",4.5,(612 reviews),Used,$455 price drop,"$75,900"
2021 Ford F-150 Lariat,"17,506 mi.",4.3,(461 reviews),Used,"$1,000 price drop","$60,290"
2019 BMW X4 M40i,"18,571 mi.",4.8,"(2,161 reviews)",Used,$499 price drop,"$52,002"
2019 Dodge Durango GT,"18,732 mi.",4.8,(234 reviews),Used,$159 price drop,"$37,590"
2021 RAM 1500 Big Horn,"14,515 mi.",4.5,(164 reviews),Used,"$3,303 price drop","$47,954"
2017 Honda CR-V EX-L,"13,975 mi.",4.6,"(1,085 reviews)",Honda Certified,$631 price drop,"$33,500"
2021 Land Rover Discovery Sport S,"42,181 mi.",4.6,(235 reviews),Used,$500 price drop,"$41,499"
2021 BMW 330 i,"17,020 mi.",4.9,"(2,769 reviews)",Used,$100 price drop,"$42,554"
2016 Toyota 4Runner Limited,"32,250 mi.",4.6,(580 reviews),Used,$200 price drop,"$36,101"
2019 Honda CR-V EX-L,"49,368 mi.",4.7,"(1,805 reviews)",Used,"$1,001 price drop","$30,545"
2020 Volvo XC40 T5 R-Design,"49,878 mi.",4.6,(541 reviews),Volvo Certified,"$2,023 price drop","$39,750"
2020 BMW X3 M40i,"22,480 mi.",4.1,(571 reviews),BMW Certified,$500 price drop,"$54,961"
2021 Jaguar E-PACE P250 SE,"13,753 mi.",4.7,"(1,680 reviews)",Used,$490 price drop,"$47,333"
2019 Audi Q5 2.0T Premium Plus,"11,062 mi.",4.8,"(2,028 reviews)",Used,"$2,000 price drop","$39,997"
2020 Volvo S90 T6 R-Design,"16,265 mi.",4.8,"(4,560 reviews)",Volvo Certified,$400 price drop,"$50,962"
2020 Tesla Model Y Long Range,"17,500 mi.",4.6,"(1,112 reviews)",Used,"$3,000 price drop","$70,470"
2016 Tesla Model X 70D,"15,478 mi.",4.4,(21 reviews),Used,$225 price drop,"$70,959"
2019 Honda Civic LX,Mileage,4.5,(590 reviews),Used,"$1,700 price drop","$24,291"
2018 Jeep Grand Cherokee Limited,"19,249 mi.",4.6,"(2,337 reviews)",Used,$900 price drop,"$35,977"
2019 Cadillac Escalade Luxury,"30,505 mi.",4.8,"(1,273 reviews)",Used,$625 price drop,"$49,595"
2019 Mercedes-Benz E-Class E 300,"18,035 mi.",4.9,"(21,777 reviews)",Used,"$1,000 price drop","$38,999"
2015 Porsche Macan Turbo,"48,036 mi.",4.8,"(1,575 reviews)",Used,"$1,000 price drop","$44,991"
2021 BMW X3 M40i,"48,983 mi.",4.8,"(1,992 reviews)",BMW Certified,"$1,663 price drop","$59,995"
2020 Lincoln Nautilus Reserve,"12,492 mi.",4.9,"(1,899 reviews)",Used,"$1,500 price drop","$48,916"
2020 Kia Sportage LX,"16,240 mi.",4.7,(138 reviews),Used,"$3,000 price drop","$26,000"
2021 Mercedes-Benz GLE 350 Base 4MATIC,"16,895 mi.",4.7,"(1,114 reviews)",Used,$170 price drop,"$68,999"
2019 Honda CR-V EX-L,"7,755 mi.",4.9,"(4,914 reviews)",Honda Certified,$797 price drop,"$29,685"
2021 Mercedes-Benz GLE 350 Base 4MATIC,"21,344 mi.",4.7,"(1,114 reviews)",Mercedes-Benz Certified,$855 price drop,"$68,999"
2018 Mercedes-Benz GLS 450 Base 4MATIC,"9,646 mi.",4.8,(606 reviews),Used,$510 price drop,"$50,906"
2019 BMW X5 xDrive40i,"37,827 mi.",4.9,"(3,043 reviews)",Used,$200 price drop,"$52,999"
2021 BMW 330 i xDrive,"35,662 mi.",4.5,(227 reviews),Used,$799 price drop,"$43,758"
2021 Subaru Forester Limited,"15,596 mi.",4.9,(0 reviews),Used,$800 price drop,"$37,604"
2021 Porsche Macan GTS,"26,650 mi.",4.0,(383 reviews),Porsche Certified,"$1,613 price drop","$89,998"
2021 Lexus ES 350 Base,"12,357 mi.",4.7,(0 reviews),Used,$980 price drop,"$45,998"
2019 Jeep Grand Cherokee Limited,"27,524 mi.",4.4,(5 reviews),Used,$320 price drop,"$39,998"
2019 Lexus RX 350 RX 350,"29,007 mi.",4.3,(808 reviews),Used,$800 price drop,"$43,488"
2020 Toyota Corolla LE,"17,825 mi.",5.0,(175 reviews),Used,"$1,000 price drop","$18,980"
2013 Porsche Panamera S,"48,959 mi.",4.9,"(1,571 reviews)",Used,$300 price drop,"$39,995"
2021 Tesla Model 3 Long Range,"60,342 mi.",4.6,(6 reviews),Used,$800 price drop,"$61,395"
2018 Ford Escape SE,"19,979 mi.",4.4,(520 reviews),Used,$805 price drop,"$22,730"
2021 Audi Q7 55 Premium,"45,845 mi.",4.6,(404 reviews),Used,$748 price drop,"$63,895"
2018 Nissan Maxima 3.5 SL,"14,949 mi.",4.6,(30 reviews),Used,$500 price drop,"$29,884"
2022 BMW X3 sDrive30i,"22,666 mi.",4.9,(288 reviews),Used,"$1,923 price drop","$45,990"
2020 Kia Telluride EX,"21,874 mi.",4.7,(174 reviews),Used,"$1,000 price drop","$44,108"
2018 Land Rover Range Rover Velar P250 SE R-Dynamic,"35,244 mi.",2.5,"(3,948 reviews)",Used,"$1,259 price drop","$54,995"
2020 Nissan Rogue S,"49,589 mi.",4.0,(676 reviews),Used,"$6,732 price drop","$25,495"
2020 Lincoln Corsair Standard,"10,323 mi.",4.8,(118 reviews),Used,$308 price drop,"$10,795"
2014 Mercedes-Benz E-Class E 350 4MATIC,"14,514 mi.",4.7,(156 reviews),Used,"$9,000 price drop","$17,990"
2020 Ford Escape SEL,"66,914 mi.",4.6,(647 reviews),Used,$410 price drop,"$28,961"
2018 Cadillac XT5 Luxury,"17,137 mi.",4.3,(46 reviews),Cadillac Certified,"$1,312 price drop","$35,494"
2019 Volvo XC60 T6 Momentum,"34,693 mi.",4.7,"(2,052 reviews)",Used,$790 price drop,"$41,985"
2015 Lexus NX 200t Base,"14,099 mi.",4.5,(122 reviews),Used,$111 price drop,"$25,999"
2021 BMW X5 xDrive40i,"87,587 mi.",4.7,(848 reviews),Used,$400 price drop,"$66,988"
2022 Tesla Model Y Performance,"14,672 mi.",4.5,(386 reviews),Used,"$1,600 price drop","$75,387"
2011 MINI Cooper Countryman Base,"19,443 mi.",4.7,(0 reviews),Used,"$5,701 price drop","$9,373"
2021 Ford F-150 Lariat,"140,337 mi.",4.3,(209 reviews),Used,"$1,000 price drop","$64,990"
2021 GMC Yukon Denali,"15,349 mi.",4.1,"(2,181 reviews)",Used,$499 price drop,"$83,495"
2019 Audi Q8 3.0T Premium Plus,"19,336 mi.",4.6,"(4,376 reviews)",Used,$700 price drop,"$72,560"
2020 Lexus RX 350 F Sport,"17,759 mi.",4.1,(145 reviews),Used,"$1,150 price drop","$51,995"
2020 BMW 750 i xDrive,"10,081 mi.",4.3,(610 reviews),BMW Certified,"$2,000 price drop","$76,900"
2018 BMW X2 sDrive28i,"19,725 mi.",4.7,(530 reviews),Used,"$1,000 price drop","$27,198"
2020 Nissan Pathfinder SL,"33,624 mi.",4.7,(210 reviews),Used,"$3,480 price drop","$29,000"
2018 Audi Q7 2.0T Premium Plus,"47,144 mi.",4.7,(6 reviews),Used,"$2,001 price drop","$42,991"
2021 Toyota Camry XSE,"13,981 mi.",4.6,(506 reviews),Used,$105 price drop,"$36,600"
2021 Toyota Camry XSE,"32,489 mi.",4.6,(506 reviews),Used,"$1,000 price drop","$36,900"
2019 Honda CR-V EX-L,"32,031 mi.",4.6,"(2,258 reviews)",Used,$991 price drop,"$29,995"
2015 BMW X3 xDrive28i,Mileage,3.7,(54 reviews),Used,"$1,000 price drop","$13,899"
2016 Ford Explorer Sport,"71,663 mi.",4.0,(5 reviews),Used,$500 price drop,"$25,692"
2020 Acura TLX A-Spec,"96,964 mi.",4.2,(197 reviews),Used,"$1,001 price drop","$28,200"
2018 Porsche Macan ,"39,003 mi.",4.2,"(9,082 reviews)",Used,$826 price drop,"$43,990"
2009 Mitsubishi Outlander XLS,"30,233 mi.",4.7,"(1,080 reviews)",Used,"$1,000 price drop","$4,919"
2016 Cadillac SRX Performance Collection,"158,282 mi.",4.3,(273 reviews),Used,$100 price drop,"$28,293"
2021 BMW X7 xDrive40i,"13,080 mi.",4.9,"(1,831 reviews)",Used,$500 price drop,"$81,950"
2016 Honda Accord Touring,"14,925 mi.",5.0,(3 reviews),Used,$946 price drop,"$28,998"
2019 Honda CR-V EX-L,"27,243 mi.",4.6,"(1,024 reviews)",Used,"$2,000 price drop","$33,000"
2020 Nissan Pathfinder SV,"23,570 mi.",4.9,"(3,615 reviews)",Used,$704 price drop,"$29,999"
2020 BMW X3 xDrive30i,"12,948 mi.",4.3,(70 reviews),Used,$700 price drop,"$41,543"
2014 INFINITI QX80 Base,"50,349 mi.",4.2,(226 reviews),Used,$500 price drop,"$26,150"
2020 Mercedes-Benz E-Class E 350,"95,308 mi.",4.7,(926 reviews),Used,"$2,989 price drop","$44,999"
2020 Chrysler Pacifica Limited,"30,624 mi.",4.4,(196 reviews),Used,"$1,000 price drop","$33,999"
2016 Toyota 4Runner Limited,"49,762 mi.",4.9,"(2,984 reviews)",Used,"$1,000 price drop","$38,900"
2018 BMW X1 xDrive28i,"99,510 mi.",4.4,(734 reviews),Used,"$1,200 price drop","$31,490"
2015 Dodge Durango R/T,"19,137 mi.",4.7,(136 reviews),Used,"$7,003 price drop","$29,250"
2019 BMW M850 i xDrive,"86,304 mi.",4.3,"(1,341 reviews)",Used,"$6,900 price drop","$77,480"
2019 Subaru Outback 2.5i Limited,"34,021 mi.",4.8,(768 reviews),Used,$210 price drop,"$32,703"
2021 GMC Sierra 1500 Denali,"19,552 mi.",4.4,(189 reviews),Used,$500 price drop,"$64,999"
2020 Nissan Rogue SL,"11,755 mi.",4.7,"(8,421 reviews)",Nissan Certified,$998 price drop,"$32,971"
2018 GMC Yukon Denali,"39,569 mi.",4.6,"(1,599 reviews)",Used,"$1,110 price drop","$43,500"
2004 Volvo XC90 ,"83,507 mi.",3.8,(96 reviews),Used,$500 price drop,"$3,595"
2019 Honda CR-V EX-L,"151,715 mi.",4.7,(768 reviews),Honda Certified,$502 price drop,"$34,804"
2019 BMW X3 xDrive30i,"19,505 mi.",4.8,(3 reviews),Used,"$1,412 price drop","$42,998"
2021 Tesla Model Y Long Range,"16,081 mi.",4.7,(506 reviews),Used,$200 price drop,"$70,994"
2020 Tesla Model 3 Performance,"33,795 mi.",4.6,(135 reviews),Used,"$1,000 price drop","$59,700"
2011 Lexus LS 460 Base,"46,021 mi.",3.7,(42 reviews),Used,$400 price drop,"$17,899"
2017 BMW X5 xDrive35i,"130,602 mi.",4.8,"(1,614 reviews)",Used,"$1,100 price drop","$38,480"
2017 Mercedes-Benz E-Class E 300 4MATIC,"44,624 mi.",4.6,(502 reviews),Used,"$1,594 price drop","$38,606"
2019 Mercedes-Benz AMG GLE 43 4MATIC Coupe,"14,641 mi.",3.3,(33 reviews),Used,"$2,601 price drop","$72,000"
2018 BMW X5 xDrive35i,"10,283 mi.",4.6,(267 reviews),Used,"$1,501 price drop","$40,000"
2020 BMW X3 M40i,"49,428 mi.",4.7,"(1,805 reviews)",Used,$500 price drop,"$51,998"
2021 Toyota Corolla LE,"33,776 mi.",4.6,(630 reviews),Toyota Certified,$200 price drop,"$24,575"
2020 Rolls-Royce Cullinan ,"20,451 mi.",4.7,(148 reviews),Used,$200 price drop,"$399,995"
2019 BMW 330 i,"17,020 mi.",4.7,"(1,201 reviews)",Used,$100 price drop,"$36,995"
2013 Kia Soul +,"17,475 mi.",4.2,(76 reviews),Used,$500 price drop,"$9,999"
2019 Nissan Altima 2.5 SR,"47,786 mi.",4.3,(187 reviews),Used,"$2,636 price drop","$27,992"
2010 Ford Mustang GT,"25,299 mi.",3.4,(50 reviews),Used,$100 price drop,"$13,999"
2019 Jeep Grand Cherokee Limited,"74,097 mi.",4.5,(165 reviews),Used,"$2,479 price drop","$34,987"
2019 Mercedes-Benz GLC 300 4MATIC,"30,947 mi.",4.6,"(1,112 reviews)",Used,"$1,998 price drop","$37,787"
2019 Audi SQ5 3.0T Premium,"14,586 mi.",4.8,"(2,081 reviews)",Used,$900 price drop,"$46,991"
2021 Mercedes-Benz GLS 450 4MATIC,"16,195 mi.",5.0,(4 reviews),Used,"$4,731 price drop","$79,981"
2020 Mercedes-Benz AMG E 63 S 4MATIC,"37,432 mi.",4.5,(615 reviews),Used,$300 price drop,"$98,999"
2019 BMW 330 i,"17,457 mi.",4.5,"(2,610 reviews)",Used,"$2,000 price drop","$33,000"
2021 Tesla Model Y Long Range,Mileage,3.5,(143 reviews),Used,"$1,000 price drop","$68,950"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"13,810 mi.",4.8,"(1,880 reviews)",Mercedes-Benz Certified,$498 price drop,"$61,785"
2019 Jeep Grand Cherokee SRT,"16,497 mi.",4.1,"(1,854 reviews)",Used,$111 price drop,"$61,887"
2021 Toyota Prius L,"38,391 mi.",5.0,(2 reviews),Used,$179 price drop,"$25,998"
2020 Honda Pilot EX-L,"40,830 mi.",4.7,"(2,343 reviews)",Used,$229 price drop,"$37,699"
2012 Bentley Continental Flying Spur Speed,"18,682 mi.",4.3,(422 reviews),Used,"$1,000 price drop","$59,995"
2020 Mazda CX-9 Signature,"37,256 mi.",3.9,(110 reviews),Used,"$3,200 price drop","$41,408"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"54,296 mi.",4.6,"(2,541 reviews)",Used,$200 price drop,"$53,680"
2021 Tesla Model Y Long Range,"16,378 mi.",4.7,(118 reviews),Used,$500 price drop,"$69,707"
2017 Subaru Forester 2.5i Premium,"27,599 mi.",3.9,(95 reviews),Used,"$2,000 price drop","$13,990"
2021 BMW X3 xDrive30i,"69,278 mi.",1.8,(12 reviews),Used,$584 price drop,"$49,998"
2019 Land Rover Range Rover Sport HSE MHEV,"15,709 mi.",3.0,(42 reviews),Used,"$2,011 price drop","$64,750"
2021 Acura TLX Technology,"23,207 mi.",4.3,(130 reviews),Acura Certified,"$1,001 price drop","$42,252"
2020 Toyota Camry SE,"17,001 mi.",4.7,"(2,892 reviews)",Used,"$1,076 price drop","$26,223"
2020 Ford Edge SE,"52,244 mi.",4.7,"(3,479 reviews)",Used,$400 price drop,"$29,500"
2018 Honda Accord LX,"22,601 mi.",4.8,(154 reviews),Used,"$1,002 price drop","$22,499"
2022 Mercedes-Benz GLE 450 AWD 4MATIC,"12,989 mi.",4.7,"(1,114 reviews)",Mercedes-Benz Certified,$953 price drop,"$92,999"
2019 Volvo XC60 T5 Momentum,"2,278 mi.",4.5,(324 reviews),Used,$222 price drop,"$38,253"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"38,634 mi.",4.6,"(1,129 reviews)",Used,"$3,043 price drop","$54,992"
2021 GMC Sierra 1500 Denali,"24,440 mi.",4.5,(392 reviews),Used,"$1,090 price drop","$61,495"
2015 Mercedes-Benz M-Class ML 350 4MATIC,"16,763 mi.",4.4,"(1,577 reviews)",Used,$219 price drop,"$22,998"
2021 Ford F-150 Lariat,"84,230 mi.",4.7,"(1,607 reviews)",Ford Certified,$665 price drop,"$64,999"
2019 BMW 330 i,"18,926 mi.",4.3,"(1,341 reviews)",Used,"$15,000 price drop","$34,480"
2013 Lexus ES 350 Base,"42,871 mi.",4.5,(35 reviews),Used,$200 price drop,"$23,987"
2019 Mercedes-Benz S-Class S 450 4MATIC,"49,499 mi.",2.9,(42 reviews),Used,$800 price drop,"$58,622"
2019 BMW 330 i xDrive,"15,045 mi.",4.9,"(3,229 reviews)",BMW Certified,$639 price drop,"$39,577"
2020 Lincoln Corsair Standard,"32,160 mi.",4.8,"(1,491 reviews)",Used,"$1,155 price drop","$37,995"
2018 Honda Accord LX,"19,623 mi.",4.7,"(1,311 reviews)",Honda Certified,"$1,000 price drop","$23,996"
2020 Ford Transit-250 Base,"26,111 mi.",4.7,"(1,365 reviews)",Ford Certified,$500 price drop,"$59,567"
2018 BMW X5 M Base,"36,957 mi.",3.4,(484 reviews),Used,"$2,812 price drop","$62,295"
2019 Buick Encore Essence,"42,939 mi.",4.8,(511 reviews),Used,$700 price drop,"$24,210"
